id,code,subject,catalog nbr,section,class nbr,course title,component,units,topics,Bldg,room,days,time,Instructor,Class Enrl Cap,Class Enrl Tot,Class Wait Cap,Class Wait Tot,Class Min Enrl
11665,MUSC 202,MUSC,202,5,2302,ADVANCED VOICE LESSONS,Lecture(In Person On Campus Learners),2,A, Person Hall,110, M , 15:35 - 17:00,"["" Sparks,Timothy W.""]",14,4,999,0, 0 0011
11666,MUSC 203,MUSC,203,20,2447,ADVANCED STRING LESSONS,Lecture(In Person On Campus Learners),2,A, TBA, TBA , TBA , TBA Fiddle,"["" Hargreaves,Tatiana Silver""]",6,0,999,0, 0 0011
11667,MUSC 204,MUSC,204,9,2376,ADVANCED WOODWIND LESSON,Lecture(In Person On Campus Learners),2,A, TBA, TBA , TBA , TBA Jazz Saxophone,"["" Barber,Rahsaan Jelani""]",10,0,999,0, 0 0011
11668,MUSC 205,MUSC,205,6,2333,ADVANCED BRASS LESSONS,Lecture(In Person On Campus Learners),2,A, TBA, TBA , M , 17:45 - 18:45 Euphonium,"["" KRIS,MICHAEL A""]",10,1,999,0, 0 0011
11669,MUSC 206,MUSC,206,2,2371,ADV PERCUSSION LESSONS,Lecture(In Person On Campus Learners),2,A, TBA, TBA , TBA , TBA Drumset,"["" DAVIS,DANIEL R.""]",5,2,999,0, 0 0011
11670,MUSC 207,MUSC,207,1,13256,ADV APPLIED INSTRUCTION,Lecture(In Person On Campus Learners),2,A, TBA, TBA , TBA , TBA,"["" Barber,Rahsaan Jelani""]",3,0,999,0,0
11671,MUSC 211,MUSC,211,12,2384,ENSEMBLE I,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,1201, MW , 13:25 - 14:40 Jazz Band,"["" Barber,Rahsaan Jelani""]",30,7,999,0,0
11672,MUSC 212,MUSC,212,9,14975,ENSEMBLE II,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,2002, M , 16:40 - 17:30 Bluegrass Ensemble,"["" Smith,Henry""]",12,0,999,0,0
11673,MUSC 213,MUSC,213,1,2322,ENSEMBLE III,Lecture(In Person On Campus Learners),1,A, Kenan Music Bldg,1201, Tu , 18:00 - 20:00 Marching Band/Pep Ba,"["" FUCHS,JEFFREY W"","" FUCHS,JEFFREY W""]",300,194,999,0,0
11674,MUSC 214,MUSC,214,17,10628,CHAMBER MUSIC,Lecture(In Person On Campus Learners),1,A, TBA, TBA , TBA , TBA Stevens Ensemble,"["" Stevens,Laura Dangerfield""]",6,0,999,0,0
11675,MUSC 228,MUSC,228,1,2360,PRINCIPLES OF TEACHING MUSIC,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,1206, MW , 08:00 - 09:20,"["" Booth,LaSaundra Janelle""]",10,3,999,0, 0 0011
11676,MUSC 239,MUSC,239,1,12684,INTRO TO MUSIC TECH,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,112, MW , 09:05 - 10:20,"["" WEISERT,LEE""]",20,20,999,1,0
11677,MUSC 261,MUSC,261,1,15080,MUSIC PRODUCTION II,Lecture(In Person On Campus Learners),3,A, Kenan Music Bldg,1201, TuTh , 11:00 - 12:15,"["" Vega,Pablo M""]",24,13,999,0,0
11678,MUSC 270,MUSC,270,1,11752,OBJECT LESSONS,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, TuTh , 11:00 - 12:15,"["" BOHLMAN,ANDREA FLORENCE""]",75,33,999,0,0
11679,MUSC 286,MUSC,286,3,15311,MUSIC AS CULTURE,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 14:00 - 15:15 Taylor Swift,"["" Lindquist,Kari Anne""]",15,10,999,0,0
11680,MUSC 291,MUSC,291,2,14755,MUSIC AND POLITICS,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, MW , 13:25 - 14:40,"["" KATZ,MARK""]",44,39,999,0,0
11681,MUSC 296,MUSC,296,27,2455,SP STUDS UNDERGRAD,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11682,MUSC 300,MUSC,300,4,2425,ADV KEYBOARD RECITAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11683,MUSC 302,MUSC,302,6,2375,ADV VOICE RECITAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0, 0 0011
11684,MUSC 303,MUSC,303,20,2448,ADV STRING RECITAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",4,0,999,0,0
11685,MUSC 304,MUSC,304,8,2380,ADV WOOODWIND RECITAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0, 0 0011
11686,MUSC 305,MUSC,305,6,2390,ADV BRASS RECITAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",3,0,999,0, 0 0011
11687,MUSC 306,MUSC,306,2,2434,ADV PERCUSSION RECITAL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0, 0 0011
11688,MUSC 309,MUSC,309,5,10685,ADVANCED CONDUCTING,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" FELDMAN,EVAN ANDREW""]",10,0,999,0,0
11689,MUSC 351,MUSC,351,1,14919,GUIDED RESEARCH,Lecture(In Person On Campus Learners),3,A, Person Hall,100, TuTh , 11:00 - 12:15,"["" FIGUEROA,MICHAEL""]",75,28,999,0,0
11690,MUSC 366,MUSC,366,1,14986,SCORING FOR FILM &,VIDEO(In Person On Campus Learners),GAMESLecture 3,A, Kenan Music Bldg,2030, MW , 14:30 - 15:45,"["" WEISERT,LEE""]",15,14,999,1,0
11691,MUSC 381,MUSC,381,1,2457,ANALYSIS OF SONGCRAFT,Lecture(In Person On Campus Learners),3,A, Hill Hall,103, TuTh , 12:30 - 13:45,"["" NEAL,JOCELYN R""]",24,14,999,0,0
11692,MUSC 493,MUSC,493,3,13315,MUSIC INTERNSHIP,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11693,MUSC 750,MUSC,750,1,2328,RES METH MUSICOLOGY (I),Lecture(In Person On Campus Learners),3,A, Hill Hall,201, Tu , 14:00 - 16:50,"["" FIGUEROA,MICHAEL""]",8,0,999,0, 0 0017
11694,MUSC 890,MUSC,890,57,17633,SPECIAL STUDIES,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Pomeroy-Andre,Naomi Adele""]",5,1,0,0,0
11695,MUSC 950,MUSC,950,1,2356,SEM IN MUSICOLOGY,Lecture(In Person On Campus Learners),3,A, Hill Hall,201, W , 14:00 - 16:50,"["" MACNEIL,ANNE E""]",8,4,999,0, 0 0011
11696,MUSC 970,MUSC,970,1,13781,SEM ETHNO MUSIC,Lecture(In Person On Campus Learners),3,A, Hill Hall,201, M , 14:00 - 16:50,"["" Staff""]",8,4,999,0,0
11697,MUSC 991,MUSC,991,1,2438,DISSERTATION COLLOQUIUM,Lecture(In Person On Campus Learners),1.5,A, Hill Hall,212, M , 14:00 - 16:50,"["" BOHLMAN,ANDREA FLORENCE""]",13,5,999,0,0
11698,MUSC 993,MUSC,993,15,2415,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11699,MUSC 994,MUSC,994,57,13029,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Pomeroy-Andre,Naomi Adele""]",5,2,999,0,0
11700,NAVS 101,NAVS,101,1,3893,INTRO NAVAL SCIENCE,Lecture(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 12:30 - 13:45,"["" Reyes,Michael C""]",24,5,999,0,0
11701,NAVS 202,NAVS,202,1,6989,NAVIGATION,Lecture(In Person On Campus Learners),3,A, TBA, TBA , MWF , 09:00 - 10:00,"["" Reyes,Michael C""]",24,1,999,0,0
11702,NAVS 301,NAVS,301,1,6712,NAVAL SHIP ENGR SYS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , MWF , 08:00 - 08:50,"["" Kiessling,Steven Michael""]",20,7,999,0,0
11703,NAVS 402,NAVS,402,1,3894,N LEADERSHIP/MGM II,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 10:00 - 11:30,"["" Tanaka,Brian J""]",21,12,999,0,0
11704,NAVS 411,NAVS,411,1,11172,AMPHIBIOUS WARFARE,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 08:00 - 09:15,"["" McNamara,Derek""]",24,24,999,3,0
11705,NAVS 500,NAVS,500,401,3895,NAVAL SCIENCE LABORATORY,Lab(In Person On Campus Learners),0,A, TBA, TBA , Th , 14:00 - 15:50,"["" Reyes,Michael C""]",50,14,999,0,0
11706,NAVS 501,NAVS,501,11,11261,OPERATIONAL LEADERSHIP Field,Work(In Person On Campus Learners),1,A, TBA, TBA , TBA , TBA,"["" Staff""]",999,1,999,0,0
11707,PHIL 60,PHIL,60,2,13797,FYS: PLATO'S SYMPOSIUM,Lecture(In Person On Campus Learners),3,A, Peabody Hall,2066, MWF , 13:25 - 14:15,"["" Hanlon,Rory Ryan""]",28,28,0,0,0
11708,PHIL 63,PHIL,63,1,13792,"FYS MIND, BRAIN, CONSC",Lecture(In Person On Campus Learners),3,A, Mitchell Hall, 121A , TuTh , 12:30 - 13:45,"["" NETA,RAM""]",22,22,0,0,0
11709,PHIL 86,PHIL,86,1,13790,PERSONS AND IDENTITY,Lecture(In Person On Campus Learners),3,A, Peabody Hall,2066, TuTh , 11:00 - 12:15,"["" Merino-Rajme,Carla""]",23,23,0,0,0
11710,PHIL 101,PHIL,101,1,10396,INTRODUCTION TO PHILOSOPHY,Lecture(In Person On Campus Learners),3,A, Peabody Hall,3050, MWF , 09:05 - 09:55,"["" Bittick,Jackson Marshall""]",40,40,999,0,0
11711,PHIL 105,PHIL,105,2,12359,CRITICAL THINKING,Lecture(In Person On Campus Learners),3,A, Peabody Hall,2080, TuTh , 08:00 - 09:15,"["" Chen,Yan""]",40,40,999,0,0
11712,PHIL 134,PHIL,134,1,11072,PHIL WEST REL,Lecture(In Person On Campus Learners),3,A, Gardner Hall,210, TuTh , 09:30 - 10:45,"["" Sheeks,Meredith Camille""]",35,35,999,3,0
11713,PHIL 140,PHIL,140,1,10032,KNOWLEDGE AND SOCIETY,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,104, MWF , 09:05 - 09:55,"["" Conner,William Lewis""]",39,39,999,0,0
11714,PHIL 143,PHIL,143,4,17203,AI AND THE FUTURE OF HUMANITY,Lecture(In Person On Campus Learners),3,A, Stone Center,209, MWF , 13:25 - 14:15,"["" Staff""]",14,14,0,0,0
11715,PHIL 155,PHIL,155,2,17202,INTRO MATH LOGIC,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,301, TuTh , 11:00 - 12:15,"["" KOTZEN,MATTHEW L""]",16,16,0,0,0
11716,PHIL 160,PHIL,160,608,9071,INTRODUCTION ETHICS,Recitation(In Person On Campus Learners),3,A, Greenlaw Hall,305, F , 09:05 - 09:55,"["" Shulman,Dashiell""]",25,6,999,0,0
11717,PHIL 163,PHIL,163,2,10188,PRACTICAL ETHICS,Lecture(In Person On Campus Learners),3,A, Peabody Hall,2080, MWF , 12:20 - 13:10,"["" Staff""]",10,10,5,0,0
11718,PHIL 164,PHIL,164,1,14578,MORALITY AND BUSINESS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,328, MWF , 11:15 - 12:05,"["" Ferguson,Zachary D""]",40,40,999,18,0
11719,PHIL 165,PHIL,165,3,17204,BIOETHICS,Lecture(In Person On Campus Learners),3,A, Dey Hall,307, MW , 16:40 - 17:55,"["" Staff""]",13,13,0,0,0
11720,PHIL 213,PHIL,213,1,11328,ASIAN PHILOSOPHY,Lecture(In Person On Campus Learners),3,A, Peabody Hall,3050, MWF , 10:10 - 11:00,"["" Mattessich,Thomas""]",40,40,999,13,0
11721,PHIL 224,PHIL,224,1,12361,EXISTENTIAL PHIL,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,103, TuTh , 11:00 - 12:15,"["" Kohl,Markus""]",30,30,999,23,0
11722,PHIL 251,PHIL,251,1,13794,INDUCTIVE LOGIC AND,THE(In Person On Campus Learners),SCIENTLecture 3,A, Peabody Hall,2066, MWF , 10:10 - 11:00,"["" ROBERTS,JOHN T""]",30,30,999,7,0
11723,PHIL 272,PHIL,272,3,12435,ETHIC PEACE WAR DEF,Lecture(In Person On Campus Learners),3,A, Venable Hall, G311 , TuTh , 17:00 - 18:15,"["" Ross,Joseph A""]",25,25,999,0,0
11724,PHIL 274,PHIL,274,1,14580,AFRICAN-AM POLIT PHIL,Lecture(In Person On Campus Learners),3,A, Peabody Hall,2024, MWF , 10:10 - 11:00,"["" Mitchell,Logan Scott""]",40,40,999,5,0
11725,PHIL 275,PHIL,275,1,7948,PHIL ISSU/GENDER,Lecture(In Person On Campus Learners),3,A, Peabody Hall,3018, TuTh , 08:00 - 09:15,"["" Geenen,Ava""]",35,35,999,0,0
11726,PHIL 280,PHIL,280,1,9140,LEGAL PHILOSOPHY,Lecture(In Person On Campus Learners),3,A, Greenlaw Hall,302, MWF , 13:25 - 14:15,"["" Berger,William""]",40,40,999,15,0
11727,PHIL 282,PHIL,282,1,11071,HUMAN RIGHTS,Lecture(In Person On Campus Learners),3,A, Murphey Hall,105, TuTh , 15:30 - 16:45,"["" Ross,Joseph A""]",27,27,999,0,0
11728,PHIL 285,PHIL,285,1,13798,MORAL & PHIL OF EDUC,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,105, MWF , 11:15 - 12:05,"["" Vazquez,Michael Andrew""]",40,40,999,2,0
11729,PHIL 292,PHIL,292,1,6713,PRE-COLLEGE PHILOSOPHY,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,208, TuTh , 15:30 - 16:45,"["" Ploeger,Rachel N""]",15,15,999,0,0
11730,PHIL 330,PHIL,330,1,13791,METAPHYSICS,Lecture(In Person On Campus Learners),3,A, Peabody Hall,2066, TuTh , 12:30 - 13:45,"["" Merino-Rajme,Carla""]",30,30,999,3,0
11731,PHIL 381,PHIL,381,1,11819,PHILOSOPHY AND FILM,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,105, TuTh , 15:30 - 16:45,"["" Hanlon,Rory Ryan""]",35,32,999,0,0
11732,PHIL 384,PHIL,384,606,13742,GATEWAY TO PHIL/POLI/ECON,Recitation(In Person On Campus Learners),3,A, Alumni Bldg,205, F , 13:25 - 14:15,"["" Dominiak,Nicole Claire""]",14,14,999,1,0
11733,PHIL 412,PHIL,412,1,13788,PLATO,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, Tu ," 13:00 - 15:30 ON LOVE, FRIENDSHIP,","["" LEUNISSEN,MARISKA E""]",20,17,999,0,0
11734,PHIL 428,PHIL,428,1,13787,HIST AMER PHIL,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, W , 13:00 - 15:30 WILFRID SELLARS,"["" LANGE,MARC B""]",20,10,999,0,0
11735,PHIL 464,PHIL,464,1,15108,MORAL RESPONSIBILITY,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, Tu , 16:00 - 18:30 BLAME & PRAISE,"["" Chaplin,Rosalind""]",20,17,999,0,0
11736,PHIL 698,PHIL,698,4,14584,PHIL/POLI/ECON CAPSTONE,Lecture(In Person On Campus Learners),3,A, Hanes Hall,112, MW , 16:40 - 17:55,"["" Rothfus,Gerard J""]",14,11,999,0,0
11737,PHIL 700,PHIL,700,1,9410,PROTO-SEMINAR,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, Th , 09:00 - 11:30,"["" LANGE,MARC B"","" LEUNISSEN,MARISKA E""]",15,6,999,0,0
11738,PHIL 740,PHIL,740,1,11817,PHILOSOPHY OF MIND,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, W , 16:00 - 18:30 PHIL QUESTIONS ABOUT,"["" HOFWEBER,THOMAS""]",15,7,999,0,0
11739,PHIL 760,PHIL,760,1,13786,MORAL THEORY,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, Th , 16:00 - 18:30 RELATIONAL MORALITY,"["" Dougherty,Thomas""]",15,8,999,0,0
11740,PHIL 790,PHIL,790,46,7293,COLLOQUIUM SEMINAR,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,105, F , 14:30 - 17:00,"["" KOTZEN,MATTHEW L""]",15,18,999,0,0
11741,PHIL 800,PHIL,800,46,7947,PRE-DISS SMNR IN PHIL,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" KOTZEN,MATTHEW L""]",15,7,999,0,0
11742,PHIL 850,PHIL,850,1,13793,PHIL OF SCIENCE,Lecture(In Person On Campus Learners),3,A, Caldwell Hall,213, M , 15:00 - 17:30 CAUSATION & COUNTERF,"["" ROBERTS,JOHN T""]",15,5,999,0,0
11743,PHIL 993,PHIL,993,53,11163,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" WALKER,REBECCA L""]",1,0,999,0,0
11744,PHIL 994,PHIL,994,61,14812,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, Caldwell Hall,213, Th , 13:00 - 15:30,"["" Staff""]",5,7,999,0,0
11745,ASTR 103,ASTR,103,1,12557,ALIEN LIFE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" WALLACE,COLIN""]",216,191,999,0,0
11746,ASTR 111,ASTR,111,1,11758,ERIRA,Lecture(Remote Only - Mostly Async),3-Jan,A, TBA, TBA , TBA , TBA,"["" REICHART,DANIEL E""]",8,5,999,0,0
11747,ASTR 202,ASTR,202,1,8246,INTRODUCTION TO ASTROPHYSICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,247, TuTh , 09:30 - 10:45,"["" Staff""]",38,37,999,0,0
11748,ASTR 519,ASTR,519,1,9668,OBSERVA ASTR,Lecture(In Person On Campus Learners),4,A, Phillips Hall,222, TuTh , 14:00 - 15:15,"["" Mann,Andrew W""]",19,15,999,0,0
11749,ASTR 719,ASTR,719,1,9669,ASTRONOMICAL DATA,Lecture(In Person On Campus Learners),4,A, Phillips Hall,222, TuTh , 14:00 - 15:15,"["" Mann,Andrew W""]",6,4,999,0,0
11750,PHYS 51,PHYS,51,1,8263,FYS MUSIC AND PHYSICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,206, TuTh , 14:00 - 15:15,"["" MCNEIL,LAURIE E"","" WISSICK,BRENT S""]",10,10,10,0,0
11751,PHYS 53,PHYS,53,1,12489,FYS NANOWORLD,Lecture(In Person On Campus Learners),3,A, Chapman Hall,235, TuTh , 09:30 - 10:45,"["" ZHOU,OTTO Z""]",21,21,0,0,0
11752,PHYS 55,PHYS,55,402,11180,INTRODUCTION TO MECHATRONICS,Lab(In Person On Campus Learners),4,A, TBA, TBA , M , 15:30 - 17:30,"["" JEGLINSKI,STEFAN""]",10,10,0,0,0
11753,PHYS 100,PHYS,100,1,4160,HOW THINGS WORK,Lecture(In Person On Campus Learners),4,A, Phillips Hall,215, MWF , 11:15 - 12:05,"["" Weinberg-Wolf,Jennifer R.""]",123,123,999,0,0
11754,PHYS 114,PHYS,114,508,7160,GENERAL PHYSICS I,Lab(In Person On Campus Learners),0,A, Phillips Hall,335, TuTh , 18:00 - 19:50,"["" Zhang,Muxin""]",39,39,999,1,0
11755,PHYS 115,PHYS,115,506,10631,GENERAL PHYSICS II,Lab(In Person On Campus Learners),0,A, Phillips Hall,275, TuTh , 14:00 - 15:50,"["" WALLACE,COLIN""]",43,42,999,1,0
11756,PHYS 118,PHYS,118,506,7537,MECHANICS AND RELATIVITY,Lab(In Person On Campus Learners),4,A, Dey Hall,403, TuTh , 08:00 - 09:50,"["" JEGLINSKI,STEFAN""]",0,0,999,0,0
11757,PHYS 119,PHYS,119,503,7502,ELECTROMAGNETISM AND QUANTA,Lab(In Person On Campus Learners),4,A, Phillips Hall,206, MW , 14:30 - 16:20,"["" Weinberg-Wolf,Jennifer R."","" Nicholson,Amy Nicole""]",34,32,999,0,0
11758,PHYS 211,PHYS,211,1,4256,INTERMEDIATE E & M,Lecture(In Person On Campus Learners),3,A, Dey Hall,201, TuTh , 12:30 - 13:45,"["" Zhang,Wei""]",25,14,999,0,0
11759,PHYS 295,PHYS,295,25,8598,RESEARCH WITH FACULTY I,Lecture(In Person On Campus Learners),12-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",3,0,999,0,0
11760,PHYS 311,PHYS,311,1,4257,ELECTROMAGNETISM I,Lecture(In Person On Campus Learners),3,A, Phillips Hall,265, TuTh , 12:30 - 13:45,"["" LOPEZ,RENE""]",64,46,999,0,0
11761,PHYS 331,PHYS,331,401,8266,NUM TECH IN SCI I,Lab(In Person On Campus Learners),0,A, Phillips Hall,247, W , 17:05 - 19:05,"["" Rodriguez,Carl Louis""]",48,48,999,0,0
11762,PHYS 332,PHYS,332,502,9439,NUM TECH IN SCI II,Lab(In Person On Campus Learners),0,A, Phillips Hall,206, F , 15:30 - 17:30,"["" DRUT,JOAQUIN EMILIANO""]",25,22,999,0,0
11763,PHYS 395,PHYS,395,25,8612,RESEARCH WITH FACULTY II,Lecture(In Person On Campus Learners),12-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",3,0,999,0,0
11764,PHYS 405,PHYS,405,1,8176,BIOLOGICAL PHYSICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,265, TuTh , 15:00 - 16:15,"["" HILL,DAVID B""]",37,8,999,0,0
11765,PHYS 441,PHYS,441,1,4258,THERMAL PHYSICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,265, MW , 08:45 - 10:00,"["" Basar,Kemal Gokce""]",55,46,999,2,0
11766,PHYS 451,PHYS,451,403,15129,ELECTRONICS I,Lab(In Person On Campus Learners),0,A, TBA, TBA , W , 14:30 - 17:20,"["" BRANCA,ROSA TAMARA""]",12,12,999,0,0
11767,PHYS 510,PHYS,510,2,6067,PA TA SEMINAR,Lecture(In Person On Campus Learners),1,A, Phillips Hall,208, F , 08:30 - 09:45,"["" DEARDORFF,DUANE L""]",20,0,999,0,0
11768,PHYS 521,PHYS,521,1,5787,APPL OF QUNTM MECHS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,247, MW , 12:15 - 13:30,"["" ENGEL,JONATHAN H""]",46,23,999,0,0
11769,PHYS 631,PHYS,631,1,8324,MATH MET THEO PHY,Lecture(In Person On Campus Learners),3,A, Phillips Hall,222, MW , 12:30 - 13:45,"["" EVANS,CHARLES R""]",25,11,999,0,0
11770,PHYS 701,PHYS,701,1,4539,CLASSICAL DYNAMICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,220, TuTh , 14:00 - 15:15,"["" KHVECHTCHENKO,DMITRI V""]",25,8,999,0,0
11771,PHYS 721,PHYS,721,1,4540,QUANTUM MECHANICS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,220, TuTh , 09:30 - 10:45,"["" MERSINI-HOUGHTON,LAURA""]",25,9,999,0,0
11772,PHYS 862,PHYS,862,1,14595,NUCL PHYS,Lecture(In Person On Campus Learners),3,A, Phillips Hall,220, TuTh , 15:30 - 16:45,"["" ILIADIS,CHRISTIAN G""]",20,11,999,0,0
11773,PHYS 885,PHYS,885,1,8614,INTRO GRAD SEMINAR,Lecture(In Person On Campus Learners),1,A, Phillips Hall,247, Th , 13:00 - 13:50,"["" DRUT,JOAQUIN EMILIANO""]",46,13,999,0,0
11774,PHYS 901,PHYS,901,5,10670,RESEARCH,Lecture(In Person On Campus Learners),21-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11775,PHYS 992,PHYS,992,27,15190,MASTER'S (NON-THESIS),Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Zhang,Wei""]",5,1,999,0,0
11776,PHYS 993,PHYS,993,1,5963,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",0,0,999,0,0
11777,PHYS 994,PHYS,994,33,15175,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Huang,Jinsong""]",5,1,999,0,0
11778,PLAN 59,PLAN,59,1,13364,WORLD'S FAIRS,Lecture(In Person On Campus Learners),3,A, New East,301, TuTh , 09:30 - 10:45,"["" Thomas,Alainna Ceton""]",17,17,0,0,0
11779,PLAN 89,PLAN,89,1,13365,FYS: SPECIAL TOPICS,Lecture(In Person On Campus Learners),3,A, New East,201, Th , 18:30 - 21:00 PLANNING THE NIGHT,"["" Palm,Matthew David""]",16,16,0,0,0
11780,PLAN 101,PLAN,101,606,13473,INTRODUCTION TO URBAN STUDIES,Recitation(In Person On Campus Learners),3,A, Carolina Hall,204, M , 14:30 - 15:20,"["" Staff""]",10,10,999,0,0
11781,PLAN 247,PLAN,247,604,14094,SOLVING URBAN PROBLEMS,Recitation(In Person On Campus Learners),3,A, Mitchell Hall,205, M , 12:20 - 13:10,"["" Staff""]",27,27,999,1,0
11782,PLAN 363,PLAN,363,4,15328,PERS FINANCE WEALTH BUILD&POL,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",19,2,999,0,0
11783,PLAN 372,PLAN,372,1,14963,INTRO TO URBAN DATA ANALYTICS,Lecture(In Person On Campus Learners),3,A, Murphey Hall,314, TuTh , 09:30 - 10:45,"["" Bhagat-Conway,Matthew""]",20,20,999,5,0
11784,PLAN 390,PLAN,390,3,17351,UNDERGRADUATE SPECIAL TOPICS,Lecture(In Person On Campus Learners),3-Jan,A, Wilson Hall,139, MWF , 12:20 - 13:10,"["" Staff""]",18,0,999,0,0
11785,PLAN 491,PLAN,491,602,7244,INTRODUCTION TO GIS,Recitation(In Person On Campus Learners),3,A, Carolina Hall,322, W , 15:35 - 16:25,"["" Vina-Vizcaino,Andres""]",2,2,999,0,0
11786,PLAN 548,PLAN,548,1,10057,SUSTAINABLE ENERGY SYSTEMS,Lecture(In Person On Campus Learners),3,A, Murphey Hall,104, TuTh , 15:30 - 16:45,"["" KITTNER,NOAH R""]",10,10,999,6,0
11787,PLAN 590,PLAN,590,5,12207,SPECIAL TOPICS SEMINAR,Lecture(In Person On Campus Learners),9-Jan,A, New East,201, TuTh , 09:30 - 10:45,"["" Hernandez,Ashley Camille""]",18,18,999,1,0
11788,PLAN 596,PLAN,596,71,9852,INDEPENDENT STUDY,Lecture(In Person On Campus Learners),9-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",10,0,999,0,0
11789,PLAN 636,PLAN,636,1,13367,URBAN TRANSPORT PLA,Lecture(In Person On Campus Learners),3,A, Hanes Art Center,218, TuTh , 14:00 - 15:15,"["" Palm,Matthew David""]",40,31,999,5,0
11790,PLAN 655,PLAN,655,1,11129,PLAN NAT HAZ & CLIMATE RISK,Lecture(In Person On Campus Learners),3,A, Dey Hall,206, MW , 14:30 - 15:45,"["" Plough,Julian Alonzo""]",45,20,999,0,0
11791,PLAN 672,PLAN,672,1,13368,URBAN DATA ANALYTICS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , M , 16:40 - 19:10,"["" KAZA,NIKHIL""]",18,12,999,0,0
11792,PLAN 677,PLAN,677,1,13369,PERSPECTIVES ECON DEVELOPMENT,Lecture(In Person On Campus Learners),3,A, New East,301, TuTh , 12:30 - 13:45,"["" TEWARI,MEENU""]",18,13,999,0,0
